OBJECTID,DESCRIPTION,ID,ECYHRIAVG,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor,P5YHRIAGG,ECYPTAPOP,ECYCDOOWCO,ECYCDOOWCO_P,HSTE001,HSTE001_A,P5YHRIMED,ECYHNIMED,P5YHRIAVG,ECYCDOCO,ECYCDOCO_P,ECYHRIAGG,ECYMTN2534,ECYMTN2534_P,P5YTENRENT,P5YTENRENT_P,ECYMTN1524,ECYMTN1524_P,ECYHNIAVG,NAME,CREATED,MODIFIED,CREATOR,EDITOR,REGION,FLAGS,GEOID,GEONAME,GEOLEVEL,HIERARCHY,SYMBOL,SITE_METADATA,P0YTENRENT,P0YTENRENT_P,ECYHRIMED,P5YHNIMED,P0YTENHHD,P5YTENOWN,P5YTENOWN_P,P0YTENOWN,P0YTENOWN_P,ECYTENOWN,ECYTENOWN_P,P5YHNIAVG,ECYCDORECO,ECYCDORECO_P,ECYHNIAGG,P5YHNIAGG,ECYTENHHD,P5YTENHHD,ECYTENRENT,ECYTENRENT_P,OWNERSHIP_PCT_2023,OWNERSHIP_PCT_2028,OWNERSHIP_PCT_2033,OWNERSHIP_DELTA_23_28,OWNERSHIP_DELTA_28_33,OWNERSHIP_DELTA_23_33,RENTAL_PCT_2023,RENTAL_PCT_2028,RENTAL_PCT_2033,RENTAL_DELTA_23_28,RENTAL_DELTA_28_33,RENTAL_DELTA_23_33,TOTAL_HH_DELTA_23_28,TOTAL_HH_DELTA_28_33,TOTAL_HH_DELTA_23_33,INCOME_AVG_CONS_DELTA_23_28,INCOME_MED_CONS_DELTA_23_28,INCOME_AGG_CONS_DELTA_23_28,INCOME_AVG_CURR_DELTA_23_28,INCOME_MED_CURR_DELTA_23_28,INCOME_AGG_CURR_DELTA_23_28,HOT_GROWTH_INDEX,YOUNG_MAINTAINERS_PCT,RENTAL_MARKET_PCT,NEW_HOMEOWNER_INDEX,HOUSING_AFFORDABILITY_INDEX,RELATIVE_INCOME_AVG,RELATIVE_INCOME_MED
234,"H7N (Laval, QC)",H7N,77052.48,77052.48,22733173.5,31142.9739798465,1753801739027,Synapse54,1753801739027,Synapse54,1865523513.8,47126,2522,11.57,1777356318.85,81548.81,68015.09,73218.67,83158.85,5281,24.23,1679371699.64,4031,18.5,13839,61.69,726,3.33,88736.47,,,,,,,,,,,,,,14262,62.38,63132.76,87022.45,22864,8595,38.31,8602,37.62,8491,38.96,106448.72,2759,12.66,1934026081.7,2387991179.98,21795,22433,13304,61.04,38.95847671484285,38.31409084830384,37.62246326102169,-0.644385866539011,-0.6916275872821487,-1.3360134538211597,61.041523285157155,61.69036687023581,62.377536738978314,0.6488435850786587,0.687169868742501,1.3360134538211597,2.927276898371186,1.921276690589756,4.904794677678367,7.924949333233674,7.733433482078075,11.084610643367661,19.960507782200487,18.852814452925735,23.47254272191442,48.71460514405757,21.826106905253496,61.041523285157155,24.495217784896,43.23829359908507,42.63409943136075,44.14458485067154
235,"H7P (Laval, QC)",H7P,109613.11,109613.11,39418609.5,29119.748261948425,1753801739027,Synapse54,1753801739027,Synapse54,1763258962.63,38490,1636,11.13,1732932102.05,117894.56,96043.21,104723.34,116552.66,3093,21.04,1611198516.92,1461,9.94,4133,27.32,166,1.13,126234.48,,,,,,,,,,,,,,4547,29.4,90899.57,122910.39,15465,10995,72.68,10918,70.6,11048,75.16,149194.98,1457,9.91,1855515342.53,2257085916.96,14699,15128,3651,24.84,75.16157561738895,72.67979904812269,70.59812479793082,-2.481776569266259,-2.081674250191867,-4.563450819458126,24.838424382611063,27.320200951877315,29.40187520206919,2.481776569266252,2.081674250191874,4.563450819458126,2.9185658888359756,2.227657324167107,5.211238859786381,6.330948916603135,5.658596624824517,9.437722547106231,18.188770611642727,17.366758928811862,21.641996981952065,39.959802066127914,11.068780189128512,24.838424382611063,13.13161380205148,61.814216777211875,60.650302634265415,63.56008799163156
236,"H7R (Laval, QC)",H7R,108940.27,108940.27,39328921.5,33526.83151448517,1753801739027,Synapse54,1753801739027,Synapse54,1465800893.88,32332,832,6.88,1422818038.0,117705.0,94409.12,102642.99,117468.73,1187,9.82,1316850475.21,1136,9.4,2963,23.75,126,1.04,125459.62,,,,,,,,,,,,,,3234,25.21,88671.82,121223.1,12826,9515,76.25,9592,74.79,9423,77.95,150367.6,355,2.94,1516533335.27,1876320282.36,12088,12478,2665,22.05,77.95334215751159,76.25420740503286,74.78559176672384,-1.6991347524787273,-1.4686156383090179,-3.167750390787745,22.04665784248842,23.745792594967142,25.21440823327616,1.6991347524787237,1.4686156383090179,3.1677503907877416,3.2263401720714757,2.7889084789229046,6.1052283256121775,7.828565139410791,6.470263044110281,11.311110978355135,19.85338390152944,18.10168429427085,23.724301914269777,43.96033590687971,10.440105890138982,22.04665784248842,13.055623405267493,60.967754718006006,60.27801185969987,62.00236900546522
237,"H7S (Laval, QC)",H7S,81764.33,81764.33,10962382.0,13461.308964386186,1753801739027,Synapse54,1753801739027,Synapse54,309603256.12,7989,272,7.93,299218159.0,87286.51,70501.86,75634.51,87740.86,828,24.15,280296146.58,464,13.54,1973,55.91,72,2.1,94162.81,,,,,,,,,,,,,,2080,57.91,65499.18,90104.97,3592,1555,44.06,1512,42.09,1587,46.3,112314.0,556,16.22,322799329.17,396312262.73,3428,3529,1841,53.7,46.29521586931155,44.063474071975065,42.093541202672604,-2.2317417973364826,-1.9699328693024611,-4.201674666638944,53.704784130688445,55.90818928875036,57.906458797327396,2.203405158061912,1.9982695085770388,4.201674666638951,2.9463243873978997,1.7852082742986681,4.784130688448075,7.309458782332098,7.637775007259632,10.455766123647159,19.276389479031057,19.13208666255656,22.773570734803148,41.03796919005586,15.635939323220537,53.704784130688445,20.93075505251387,45.464441584621795,45.24122487892139,45.7992666431724
238,"H7T (Laval, QC)",H7T,94348.2,94348.2,19220992.5,21847.72561749218,1753801739027,Synapse54,1753801739027,Synapse54,1231551187.82,28358,2747,23.4,1184307840.1,100878.01,81068.21,87366.2,100922.67,5069,43.18,1107646017.42,1451,12.36,5101,41.8,157,1.34,108654.85,,,,,,,,,,,,,,5385,43.05,75643.82,103959.46,12508,7102,58.2,7124,56.96,7012,59.73,129187.56,2323,19.79,1275605803.9,1576465454.6,11740,12203,4728,40.27,59.72742759795571,58.19880357289191,56.955548448992644,-1.5286240250637988,-1.2432551238992673,-2.771879148963066,40.27257240204429,41.80119642710809,43.05244643428206,1.5286240250637988,1.2512500071739723,2.779874032237771,3.943781942078364,2.4993853970335165,6.541737649063033,6.968304641741973,7.170962545254852,11.186350914582594,18.89718682599073,18.992768370376655,23.585628865920825,45.50329812730289,13.696763202725723,40.27257240204429,17.467426775261806,52.47952072583245,52.20403729990145,52.89274586472895
239,"H7V (Laval, QC)",H7V,69084.24,69084.24,13084368.0,17090.83415240245,1753801739027,Synapse54,1753801739027,Synapse54,827542273.97,24980,1094,10.27,782003323.22,73399.97,59049.99,63721.35,74456.5,2279,21.39,736013762.88,1338,12.56,7489,67.38,279,2.62,79559.95,,,,,,,,,,,,,,7856,68.61,55936.81,76336.9,11451,3625,32.62,3595,31.39,3622,34.0,95309.15,1185,11.12,847620460.8,1059307822.55,10654,11114,7032,66.0,33.99662098742257,32.61651970487674,31.394638022880102,-1.38010128254583,-1.221881681996635,-2.601982964542465,66.00337901257744,67.38348029512326,68.60536197711991,1.380101282545823,1.2218816819966491,2.601982964542472,4.317627182278956,3.032211624977506,7.480758400600713,7.776390099970694,5.5655301044160375,12.435706464489424,19.795387000620284,19.797995491307066,24.9743100290672,46.309127854442,15.177398160315375,66.00337901257744,23.113310836359688,38.58027584559406,38.22517273032601,39.11293051849614
240,"H7W (Laval, QC)",H7W,85334.68,85334.68,21296664.5,20542.33134907331,1753801739027,Synapse54,1753801739027,Synapse54,1646922084.02,43976,3120,17.74,1597777095.82,90855.06,73659.53,79384.43,91567.38,4497,25.57,1500687205.33,1615,9.18,7481,41.59,137,0.78,98274.55,,,,,,,,,,,,,,7746,42.22,68635.98,94404.43,18348,10504,58.4,10602,57.78,10392,59.09,117212.19,1377,7.83,1728246460.45,2108167161.46,17586,17986,7193,40.9,59.09245991129307,58.400978538863555,57.78286461739699,-0.6914813724295144,-0.6181139214665663,-1.3095952938960806,40.901853747298986,41.593461581229846,42.21713538260301,0.6916078339308598,0.6236738013731653,1.315281635304025,2.274536563175253,2.0126765261870343,4.332992152848857,7.3038300489320545,7.319120379719212,9.74452758513678,19.27013657147247,18.920586820362633,21.983016294509085,48.22226527292638,9.962470146707608,40.901853747298986,16.618266345937243,47.5270962637847,47.21674412119313,47.992624477672045
241,"H7X (Laval, QC)",H7X,128914.24,128914.24,31137712.0,25106.867662548822,1753801739027,Synapse54,1753801739027,Synapse54,1419213543.26,28200,957,9.62,1373998132.4,138145.8,109725.79,119121.67,137585.06,1421,14.29,1282195990.11,801,8.05,2422,23.48,79,0.79,148462.36,,,,,,,,,,,,,,2644,24.95,103170.54,140713.01,10596,7893,76.52,7952,75.05,7780,78.22,176117.81,464,4.67,1476623958.36,1816685449.8,9946,10315,2166,21.78,78.22240096521215,76.51963160445952,75.04718761796904,-1.702769360752626,-1.4724439864904753,-3.1752133472431012,21.777599034787855,23.480368395540474,24.952812382030956,1.7027693607526189,1.4724439864904824,3.1752133472431012,3.710034184596823,2.724188075618032,6.535290569072995,6.726037402850136,6.353800222427837,10.686162974058695,18.627920235135704,18.12545106192686,23.029660971889317,44.30363724302064,8.847778001206514,21.777599034787855,12.102318756524083,71.65406328663812,71.32985889978238,72.14036986692174
242,"H7Y (Laval, QC)",H7Y,151053.89,151053.89,14444971.0,18869.75173232823,1753801739027,Synapse54,1753801739027,Synapse54,589895848.16,10258,344,9.7,594399933.84,167625.47,133151.79,144147.24,162072.06,418,11.79,535663127.32,259,7.3,354,9.73,0,0.0,173959.21,,,,,,,,,,,,,,385,10.33,125073.94,171182.39,3727,3286,90.27,3342,89.67,3228,91.03,207462.75,74,2.09,616889316.08,755104973.0,3546,3640,318,8.97,91.0321489001692,90.27472527472527,89.6699758518916,-0.7574236254439342,-0.6047494228336632,-1.3621730482775973,8.967851099830796,9.725274725274726,10.330024148108398,0.7574236254439306,0.6047494228336721,1.3621730482776027,2.6508742244782857,2.39010989010989,5.1043429216018055,7.294198116976652,6.458459691923038,10.124408060591012,19.25942294173445,18.75523249699406,22.4052602820691,48.317030039998606,7.30400451212634,8.967851099830796,9.301293592048015,85.1303927235355,83.58000372932617,87.4559762148495
243,"H8N (Lasalle, QC)",H8N,76634.81,76634.81,14389471.0,18103.010513945057,1753801739027,Synapse54,1753801739027,Synapse54,1230376564.74,34632,2727,18.89,1181800373.12,81881.82,68546.17,72438.11,83540.91,4126,28.59,1106072282.76,2429,16.83,8147,55.32,663,4.59,88255.46,,,,,,,,,,,,,,8155,55.45,62891.99,87552.99,14706,6581,44.68,6552,44.55,6496,45.01,106937.78,1399,9.69,1273793433.32,1574961860.8,14433,14728,7937,54.99,45.00796785145154,44.6835958718088,44.55324357405141,-0.32437197964274134,-0.13035229775739055,-0.4547242774001319,54.99203214854846,55.3164041281912,55.45355637154903,0.32437197964274134,0.13715224335782494,0.4615242230005663,2.0439271114806346,-0.14937533948940793,1.8914986489295367,9.011701079444192,8.990302262656979,11.238350686251856,21.168458019481164,20.865922647622924,23.64342754500141,50.21803180425679,21.423127554908888,54.99203214854846,23.75149895439192,43.032290535706345,42.40299740441111,43.9762302326492
244,"H8P (Lasalle, QC)",H8P,82379.79,82379.79,21862717.5,20668.285538772176,1753801739027,Synapse54,1753801739027,Synapse54,960835442.71,23640,402,3.75,936248458.95,87377.36,68950.89,73355.65,88867.83,802,7.48,882696387.33,1490,13.91,6830,63.17,280,2.61,94871.59,,,,,,,,,,,,,,6873,64.17,63793.16,87973.41,10710,3982,36.83,3837,35.83,4050,37.8,113756.59,400,3.73,1016545554.31,1229931729.95,10715,10812,6665,62.2,37.7974801679888,36.82944876063633,35.826330532212886,-0.9680314073524698,-1.0031182284234461,-1.971149635775916,62.20251983201119,63.17055123936367,64.17366946778712,0.968031407352477,1.0031182284234532,1.9711496357759302,0.9052729818012133,-0.9433962264150944,-0.04666355576294914,7.875766617030716,8.08508310295335,8.85231394413619,19.90585379669509,19.927244867982235,20.9913047905502,45.526616205608484,16.518898740083994,62.20251983201119,23.16996744678085,45.19160359594684,45.58176658291359,44.60635911549671
245,"H8R (Lasalle, QC)",H8R,73022.32,73022.32,18116586.5,27293.21202861797,1753801739027,Synapse54,1753801739027,Synapse54,1137480837.68,33128,771,5.41,1112838356.2,78072.0,64128.27,68311.0,78940.56,1658,11.63,1040851467.57,2068,14.51,10039,69.67,552,3.87,84095.19,,,,,,,,,,,,,,10146,70.64,59527.82,82049.96,14362,4370,30.33,4216,29.36,4475,31.39,101049.04,887,6.22,1198682749.01,1456049300.68,14254,14409,9779,68.61,31.394696225620876,30.32826705531265,29.35524300236736,-1.0664291703082256,-0.9730240529452914,-2.039453223253517,68.60530377437912,69.67173294468735,70.64475699763264,1.0664291703082256,0.9730240529452914,2.039453223253517,1.0874140592114494,-0.32618502324935805,0.7576820541602357,8.104700042397981,7.72823530241826,9.283684860011157,20.160308811954632,20.112368432609692,21.470781312449922,45.40361763501627,18.380805387961274,68.60530377437912,25.039523996899735,40.89205195168773,40.40416157388631,41.62388751838986
246,"H8S (Lasalle, QC)",H8S,74481.6,74481.6,19856874.0,24144.754425147137,1753801739027,Synapse54,1753801739027,Synapse54,1059185581.36,27462,1632,12.74,1019342077.51,79598.79,66309.28,70184.19,81254.77,2888,22.55,953822848.15,2433,19.0,8485,65.09,455,3.55,85775.75,,,,,,,,,,,,,,8561,65.63,60364.38,84353.91,13045,4550,34.91,4484,34.37,4526,35.34,104011.38,1256,9.81,1098457396.88,1355826290.9,12806,13035,8280,64.66,35.342808058722476,34.9060222477944,34.37332311230357,-0.4367858109280789,-0.5326991354908301,-0.969484946418909,64.65719194127753,65.0939777522056,65.62667688769643,0.4367858109280718,0.5326991354908301,0.9694849464189019,1.788224269873497,0.07671653241273495,1.8663126659378415,9.093749328693258,9.848357591016427,11.046362897927823,21.25965672115954,20.189333238725133,23.43002967170296,48.85621604590721,22.551928783382788,64.65719194127753,26.18196903583539,41.610495204870276,41.21159942167779,42.20883887965899
247,"H8T (Pointe-Claire-Dorval, QC)",H8T,106024.3,106024.3,21610415.0,20729.17122189251,1753801739027,Synapse54,1753801739027,Synapse54,745627218.03,15823,688,10.6,738681853.58,113818.47,83515.4,90907.26,113500.63,935,14.41,688100896.73,671,10.34,2876,43.78,105,1.62,122101.48,,,,,,,,,,,,,,2938,44.53,79730.95,106846.14,6598,3694,56.23,3660,55.47,3701,57.03,145288.17,247,3.81,792442245.8,954451234.21,6490,6569,2789,42.97,57.026194144838215,56.23382554422286,55.47135495604729,-0.7923686006153545,-0.7624705881755673,-1.5548391887909219,42.97380585516179,43.781397472979144,44.528645043952714,0.8075916178173514,0.7472475709735704,1.5548391887909219,1.2172573189522342,0.4414674988582737,1.6640986132511557,7.051524980594073,4.746525659107282,8.36015787413984,18.989687921882698,17.533121117059302,20.44426445821878,46.80138659796164,11.956856702619415,42.97380585516179,17.152555215085496,57.49898432019061,58.664569243461365,55.75060693528447
248,"H8Y (Roxboro, QC)",H8Y,98269.05,98269.05,14039619.0,22252.616674527148,1753801739027,Synapse54,1753801739027,Synapse54,806608794.65,20088,569,7.57,791071306.82,105265.64,81320.69,87104.51,106199.85,1090,14.5,738482788.3,781,10.39,3246,42.74,136,1.81,113170.25,,,,,,,,,,,,,,3323,43.63,75515.72,104104.25,7616,4350,57.27,4293,56.37,4371,58.16,135942.7,521,6.93,850463881.04,1032511610.33,7515,7595,3144,41.84,58.16367265469062,57.27452271231073,56.36817226890757,-0.8891499423798948,-0.9063504434031557,-1.7955003857830505,41.836327345309385,42.73864384463463,43.631827731092436,0.902316499325245,0.8931838864578054,1.7955003857830505,1.0645375914836992,0.2764976958525346,1.3439787092481703,8.07049625492462,7.687101440600713,9.225131232486442,20.122293623986877,19.51648657457577,21.405697919514328,46.086090076362794,12.202262142381903,41.836327345309385,17.81345262244951,53.74536512712386,54.37349256928994,52.80317396387476
249,"H8Z (Roxboro, QC)",H8Z,99572.93,99572.93,11082242.5,14451.759662340886,1753801739027,Synapse54,1753801739027,Synapse54,637238568.58,15727,798,13.59,626330831.99,106663.97,86035.88,92604.5,107001.25,1212,20.64,584703788.15,460,7.83,1511,25.37,79,1.35,114671.83,,,,,,,,,,,,,,1568,26.21,80658.0,110225.12,5983,4444,74.63,4415,73.79,4431,75.46,136968.54,414,7.05,673366340.92,815706727.94,5872,5955,1441,24.54,75.45980926430518,74.62636439966414,73.79241183352832,-0.833444864641038,-0.8339525661358209,-1.6673974307768589,24.54019073569482,25.373635600335852,26.20758816647167,0.8334448646410308,0.8339525661358174,1.6673974307768482,1.4134877384196185,0.47019311502938704,1.8903269754768395,7.460180191544034,6.6675097324506,8.984853783181372,19.443929690491558,19.027822622010802,21.138625198510034,46.683514861459706,9.1791553133515,24.54019073569482,13.070536692894544,55.616500193526164,55.09494565641396,56.39883199919448
250,"H9A (Pierrefonds, QC)",H9A,138357.33,138357.33,9353959.0,13155.163982221264,1753801739027,Synapse54,1753801739027,Synapse54,926785454.8,17260,344,5.55,956941279.08,154469.94,108716.98,117601.54,148758.89,526,8.49,857118514.39,443,7.15,1661,26.66,44,0.71,159337.38,,,,,,,,,,,,,,1712,27.64,102778.44,139698.78,6195,4569,73.34,4483,72.36,4602,74.29,190421.03,182,2.94,987089137.14,1186345535.43,6195,6230,1593,25.71,74.28571428571429,73.338683788122,72.36481033091202,-0.9470304975922943,-0.9738734572099759,-1.9209039548022702,25.71428571428571,26.66131621187801,27.63518966908797,0.9470304975922978,0.9738734572099617,1.9209039548022595,0.5649717514124294,-0.5617977528089888,0.0,7.51789587150896,5.778001689848565,8.1280405498627,19.508071489565094,18.78992400949852,20.18626188789061,45.398132781964414,7.861178369652946,25.71428571428571,12.797700804966867,74.67938316947371,76.55483852405,71.8662001376093
251,"H9B (Roxboro, QC)",H9B,109978.16,109978.16,14796114.0,18421.91025899604,1753801739027,Synapse54,1753801739027,Synapse54,919709332.53,21229,1575,20.31,908685462.89,117189.25,94084.92,100635.73,118123.96,2047,26.4,852772016.78,658,8.49,2408,30.93,134,1.73,126654.88,,,,,,,,,,,,,,2403,31.28,87859.47,119788.42,7683,5378,69.07,5280,68.72,5415,69.83,151206.33,472,6.09,982083550.96,1177287639.66,7754,7786,2339,30.17,69.83492391023988,69.07269458001541,68.72315501757126,-0.7622293302244714,-0.34953956244414996,-1.1117688926686213,30.165076089760124,30.927305419984584,31.276844982428738,0.7622293302244607,0.3495395624441535,1.1117688926686142,0.41269022440030956,-1.3228872334960184,-0.9156564353881868,7.406743302488423,7.085690364396687,7.849379955354309,19.38452746550309,19.031699775020268,19.876525628515555,47.133193220182406,10.214083053907661,30.165076089760124,14.549121469106973,61.08511205651004,60.85228935808558,61.43434610414674
252,"H9C (Pierrefonds, QC)",H9C,154657.88,154657.88,24503744.5,20531.792890304176,1753801739027,Synapse54,1753801739027,Synapse54,720351461.26,12243,73,1.7,693568740.71,161897.47,132826.68,142137.21,165746.85,150,3.5,662544970.97,246,5.74,589,13.55,13,0.3,178109.69,,,,,,,,,,,,,,612,14.02,123247.73,169031.0,4366,3758,86.47,3755,86.01,3729,87.04,212166.73,77,1.8,763011103.78,922096625.04,4284,4346,555,12.96,87.04481792717087,86.47031753336401,86.00549702244618,-0.5745003938068578,-0.46482051091783205,-1.0393209047246899,12.955182072829134,13.55269213069489,14.017407237746221,0.5975100578657564,0.46471510705133134,1.0622251649170877,1.4472455648926237,0.46019328117809477,1.9140989729225024,7.170000002586355,7.772110691207049,8.724915714833406,19.121385254221714,18.921005977252552,20.84969936503956,48.27140962391734,6.045751633986928,12.955182072829134,9.87278629709349,85.81609293375328,85.57413640370122,86.17902772883139
253,"H9E (Pierrefonds, QC)",H9E,146654.31,146654.31,42250333.0,27083.5790617143,1753801739027,Synapse54,1753801739027,Synapse54,207687586.62,3427,32,2.47,219152589.66,168838.67,110107.87,117731.9,156173.7,33,2.54,190358146.04,74,5.7,217,16.32,14,1.08,168892.49,,,,,,,,,,,,,,219,16.33,101503.6,140733.51,1341,1112,83.61,1121,83.59,1087,83.74,199912.48,1,0.08,219223427.06,265853590.9,1298,1330,211,16.26,83.7442218798151,83.60902255639098,83.59433258762118,-0.13519932342411778,-0.014689968769800998,-0.14988929219391878,16.2557781201849,16.315789473684212,16.331096196868007,0.06001135349931275,0.015306723183794446,0.0753180766831072,2.465331278890601,0.8270676691729323,3.3127889060092452,6.4910400519425675,8.476812645068737,9.103598107305885,18.36670772039658,19.537279191111345,21.270611661060126,51.43661169794357,6.779661016949152,16.2557781201849,10.609789994330036,77.07731206816744,81.14566117245809,70.97478841173147
254,"H9G (Pointe-Claire-Dorval, QC)",H9G,125128.43,125128.43,8457140.5,12464.53924917908,1753801739027,Synapse54,1753801739027,Synapse54,791093097.55,15570,608,10.27,785529816.74,132713.27,103819.5,114058.61,133286.84,941,15.9,740633348.15,493,8.33,1599,26.94,52,0.88,144102.5,,,,,,,,,,,,,,1675,28.11,98559.95,133323.46,5959,4336,73.06,4284,71.89,4406,74.44,170615.81,333,5.63,852940544.72,1012650510.98,5919,5935,1513,25.56,74.43824970434196,73.05812973883741,71.8912569223024,-1.380119965504548,-1.1668728165350046,-2.5469927820395526,25.561750295658047,26.94187026116259,28.1087430776976,1.3801199655045444,1.1668728165350082,2.5469927820395526,0.2703159317452272,0.40438079191238413,0.6757898293630681,6.520029061341219,5.336396781857137,6.813053925541089,18.39892437674572,16.8903075357485,18.72463060276129,43.38360142784913,9.207636425071803,25.561750295658047,12.738944972711824,69.10766883436557,69.23512294880143,68.91648766271179
255,"H9H (Pierrefonds, QC)",H9H,121993.33,121993.33,19613903.5,23879.67204388559,1753801739027,Synapse54,1753801739027,Synapse54,1275261389.56,25701,831,8.63,1243724739.73,129177.89,95359.42,102619.98,130837.99,1480,15.37,1174557982.63,818,8.5,3158,32.4,160,1.66,140491.99,,,,,,,,,,,,,,3284,33.62,89359.44,122051.04,9769,6589,67.6,6485,66.38,6623,68.79,167481.11,650,6.75,1352664078.71,1632417349.84,9628,9747,3005,31.21,68.78894889904446,67.60028726787729,66.38345787695772,-1.1886616311671645,-1.216829390919571,-2.4054910220867356,31.211051100955544,32.3997127321227,33.61654212304227,1.1886616311671574,1.216829390919571,2.4054910220867285,1.2359783963439968,0.22571047501795424,1.4644786040714584,7.250117690860643,6.714433304416406,8.573728025287503,19.210433278082256,18.934967634957637,20.681651529978765,44.63017471412557,10.157872870793518,31.211051100955544,14.628325606976091,65.49353035028487,67.50043296702202,62.483176425179145
256,"H9J (Pierrefonds, QC)",H9J,137688.32,137688.32,17167469.0,23970.816444803266,1753801739027,Synapse54,1753801739027,Synapse54,1145104194.9,22065,404,5.18,1140708338.25,146225.91,114975.65,125398.52,146912.93,566,7.26,1074102112.46,543,6.96,1419,18.21,16,0.21,158566.92,,,,,,,,,,,,,,1513,19.63,109231.5,147344.46,7709,6375,81.79,6196,80.37,6493,83.23,188058.09,162,2.08,1236975411.91,1465807692.79,7801,7794,1307,16.75,83.23291885655685,81.79368745188607,80.3735893111947,-1.4392314046707781,-1.4200981406913655,-2.8593295453621437,16.75426227406743,18.206312548113935,19.626410688805294,1.4520502740465062,1.4200981406913584,2.8721484147378646,-0.08973208563004743,-1.090582499358481,-1.1793359825663376,6.699631457483093,5.258693691837972,6.610366148278496,18.598563937547617,17.50095615163559,18.499339491854773,42.40538843718291,7.165747981028073,16.75426227406743,10.419091785026364,76.26216031215189,76.18466693631429,76.37840037590831
257,"H9K (Pierrefonds, QC)",H9K,135885.03,135885.03,30500131.5,26824.382930325875,1753801739027,Synapse54,1753801739027,Synapse54,489470550.98,9621,315,9.51,489426512.91,147773.71,112392.73,124159.44,143099.39,508,15.34,450050601.17,330,9.96,996,29.12,26,0.79,156490.19,,,,,,,,,,,,,,1049,30.54,107738.67,143493.06,3435,2424,70.88,2386,69.46,2400,72.46,183176.51,193,5.83,518294789.03,626554074.48,3312,3420,912,27.54,72.46376811594203,70.87719298245614,69.46142649199419,-1.5865751334858942,-1.415766490461948,-3.002341623947842,27.536231884057973,29.122807017543863,30.538573508005822,1.5865751334858906,1.4157664904619587,3.0023416239478493,3.260869565217391,0.43859649122807015,3.713768115942029,5.309164666630323,4.319767452113524,8.759003922563299,17.053030608500126,15.571606959567468,20.88758902102984,44.457750009159994,10.748792270531402,27.536231884057973,12.999636700389127,75.24595547049458,75.18688405945453,75.33456258705465
258,"H9P (Pointe-Claire-Dorval, QC)",H9P,105993.0,105993.0,19498535.0,39692.170261991225,1753801739027,Synapse54,1753801739027,Synapse54,182196855.27,3955,98,6.14,179199465.28,112350.76,94665.22,102313.5,113398.08,125,7.84,169064132.28,158,9.91,360,22.4,3,0.19,122065.43,,,,,,,,,,,,,,372,23.08,88507.27,121116.78,1612,1247,77.6,1241,76.99,1253,78.56,145156.9,26,1.63,194700459.36,233223800.29,1595,1607,342,21.44,78.55799373040753,77.5980087118855,76.98511166253101,-0.9599850185220333,-0.612897049354487,-1.5728820678765203,21.442006269592476,22.4019912881145,23.076923076923077,0.9599850185220227,0.6749317888085784,1.634916807330601,0.7523510971786834,0.3111387678904792,1.0658307210031348,6.986385893408056,6.957564050953099,7.767894238057488,18.917288867126427,18.378102596431557,19.785952769002225,46.21851791397844,10.094043887147336,21.442006269592476,12.595119536456236,59.94327434477556,58.64725056258047,61.887310018068206
259,"H9R (Pointe-Claire-Dorval, QC)",H9R,117435.15,117435.15,29882299.5,25305.84671237734,1753801739027,Synapse54,1753801739027,Synapse54,1407004003.34,28201,1004,9.3,1354292440.46,125420.67,99477.69,107309.32,126099.98,1653,15.31,1268072145.14,989,9.16,3473,31.13,124,1.15,135242.62,,,,,,,,,,,,,,3521,31.58,93169.73,127452.8,11149,7684,68.87,7629,68.43,7504,69.49,161416.16,649,6.01,1460358420.19,1801056446.27,10798,11158,3294,30.51,69.49435080570477,68.86538806237678,68.42766167369271,-0.628962743327989,-0.43772638868406943,-1.0666891320120584,30.50564919429524,31.12564975802115,31.581307740604537,0.6200005637259096,0.45565798258338575,1.0756585463092954,3.3339507316169663,-0.08065961641871303,3.2506019633265417,7.3783956507059445,6.770396350831978,10.956147781691174,19.35302643500992,18.77141705864877,23.329753940520533,49.58760299023018,10.307464345249121,30.50564919429524,14.587561690451256,65.04598562978055,64.97833504952423,65.14746150016502
260,"H9S (Pointe-Claire-Dorval, QC)",H9S,125661.65,125661.65,78965867.0,44171.880466646624,1753801739027,Synapse54,1753801739027,Synapse54,1514663080.04,23764,1271,11.41,1532848438.93,137598.6,84928.99,90654.07,134603.56,1889,16.96,1399871336.79,1307,11.73,4676,41.55,233,2.09,144716.57,,,,,,,,,,,,,,4707,41.99,78331.58,108513.02,11209,6577,58.45,6502,58.01,6563,58.91,172301.3,619,5.56,1612143206.29,1938867052.12,11140,11253,4577,41.09,58.913824057450626,58.44663645250156,58.00695869390668,-0.46718760494906775,-0.43967775859487546,-0.9068653635439432,41.08617594254937,41.55336354749844,41.99304130609332,0.46718760494907485,0.43967775859487546,0.9068653635439503,1.014362657091562,-0.39100684261974583,0.6193895870736086,7.115862317580586,8.422414050629392,8.20016384600211,19.0612104750686,19.700108334904318,20.266428227668708,48.36305675954444,13.824057450628366,41.08617594254937,17.9101685660692,63.62694397011481,69.53016023376345,54.772119574641856
