OBJECTID,ID,2021 Period of Construction - 1961 to 1980 (Census),2021 Period of Construction - 1961 to 1980 (Census) (%),2021 Period of Construction - 1981 to 1990 (Census),2021 Period of Construction - 1981 to 1990 (Census) (%),2021 Period of Construction - 1991 to 2000 (Census),2021 Period of Construction - 1991 to 2000 (Census) (%),2021 Period of Construction - 2001 to 2005 (Census),2021 Period of Construction - 2001 to 2005 (Census) (%),2021 Period of Construction - 2006 to 2010 (Census),2021 Period of Construction - 2006 to 2010 (Census) (%),2021 Period of Construction - 2011 to 2016 (Census),2021 Period of Construction - 2011 to 2016 (Census) (%),2021 Period of Construction - 2016 to 2021 (Census),2021 Period of Construction - 2016 to 2021 (Census) (%),2021 Period of Construction - 1960 or Before (Census),2021 Period of Construction - 1960 or Before (Census) (%),2021 Housing: Apartment or Flat in Duplex (Census),2021 Housing: Apartment or Flat in Duplex (Census) (%),2021-2022 Total Population % Change,2022-2023 Current$ Household Average Income % Change,2022-2023 Total Population % Change,2023-2024 Current$ Household Average Income % Change,2023-2024 Total Population % Change,2024 Condominium Charges (Shelter),2024 Condominium Charges (Shelter) (Avg),2024 Condominium Status - In Condo,2024 Condominium Status - In Condo (%),2024 Condominium Status - Not In Condo,2024 Condominium Status - Not In Condo (%),2024 Condominium Status - Total Households,2024 Female Household Population,2024 Female Household Population (%),2024 Financial Services,2024 Financial Services (Avg),2024 Household Aggregate Income (Current Year $),2024 Household Average Income (Current Year $),2024 Household Median Income (Current Year $),2024 Household Type - Total Households,2024 Household Discretionary Aggregate Income,2024 Household Disposable Aggregate Income,2024 Household Aggregate Income,2024 Labour Force - Labour Employment Rate,2024 Labour Force - Labour Participation Rate,2024 Labour Force - Labour Unemployment Rate,2024 Maintainers - 25 to 34,2024 Maintainers - 25 to 34 (%),2024 Maintainers - 35 to 44,2024 Maintainers - 35 to 44 (%),2024 Maintainers - 45 to 54,2024 Maintainers - 45 to 54 (%),2024 Maintainers - 55 to 64,2024 Maintainers - 55 to 64 (%),2024 Maintainers - Median Age,2024 Male Household Population,2024 Male Household Population (%),2024 Pop 15+: Divorced,2024 Pop 15+: Divorced (%),2024 Pop 15+: Living Common Law,2024 Pop 15+: Living Common Law (%),2024 Pop 15+: Married (And Not Separated),2024 Pop 15+: Married (And Not Separated) (%),2024 Pop 15+: Married or Living Common-Law,2024 Pop 15+: Married or Living Common-Law (%),2024 Pop 15+: Not Married or Common-Law,2024 Pop 15+: Not Married or Common-Law (%),2024 Pop 15+: Separated,2024 Pop 15+: Separated (%),2024 Pop 15+: Single (Never Legally Married),2024 Pop 15+: Single (Never Legally Married) (%),2024 Pop 15+: Widowed,2024 Pop 15+: Widowed (%),2024 Property Taxes (Shelter),2024 Property Taxes (Shelter) (Avg),2024 Regular Mortgage Payments (Shelter),2024 Regular Mortgage Payments (Shelter) (Avg),"2024 Structure Type Apartment, Building Five or More Story","2024 Structure Type Apartment, Building Five or More Story (%)","2024 Structure Type Apartment, Building Fewer Than Five Story","2024 Structure Type Apartment, Building Fewer Than Five Story (%)",2024 Structure Type Movable Dwelling,2024 Structure Type Movable Dwelling (%),2024 Structure Type Other Single-Attached House,2024 Structure Type Other Single-Attached House (%),2024 Structure Type Row House,2024 Structure Type Row House (%),2024 Structure Type Semi-Detached House,2024 Structure Type Semi-Detached House (%),2024 Structure Type Single-Detached House,2024 Structure Type Single-Detached House (%),"2024 Service Charges for Banks, Other Financial Institutions","2024 Service Charges for Banks, Other Financial Institutions (Avg)",2024 Tenure: Band Housing,2024 Tenure: Band Housing (%),2024 Tenure: Owned,2024 Tenure: Owned (%),2024 Tenure: Rented,2024 Tenure: Rented (%),2024 Tenure: Total Households,2024 Total Population,2024 Visible Minority Arab,2024 Visible Minority Arab (%),2024 Visible Minority Black,2024 Visible Minority Black (%),2024 Visible Minority Chinese,2024 Visible Minority Chinese (%),2024 Visible Minority Filipino,2024 Visible Minority Filipino (%),2024 Visible Minority Japanese,2024 Visible Minority Japanese (%),2024 Visible Minority Korean,2024 Visible Minority Korean (%),2024 Visible Minority Latin American,2024 Visible Minority Latin American (%),2024 Visible Minority South Asian,2024 Visible Minority South Asian (%),2024 Visible Minority Southeast Asian,2024 Visible Minority Southeast Asian (%),2024 Visible Minority Total Population,2024 Visible Minority Total Population (%),2024 Visible Minority West Asian,2024 Visible Minority West Asian (%),2024-2025 Current$ Household Average Income % Change,2024-2025 Total Population % Change,2025-2026 Current$ Household Average Income % Change,2025-2026 Total Population % Change,2026-2027 Current$ Household Average Income % Change,2026-2027 Total Population % Change,FREQUENCY,SUM_FUNDED,CONVERSION_RATE,Shape__Area,Shape__Length
391,K0J,95,0.63,5135,34.06,4092,27.14,1813,12.02,1568,10.4,643,4.26,725,4.81,538,3.57,562,3.73,0.3,4.6,0.4,0.5,-0.1,1108357.74,73.33,134,0.89,14905,98.61,15115,17629,49.3,10930900.42,723.18,1587432921.59,1588213205.11,105076.37,914922348.56,1253186846.21,85079.22,15115,91.9,51.7,8.1,1245,8.24,1873,12.39,2158,14.28,3391,22.43,61.5,18126,50.7,2056,6.66,2649,8.59,16055,52.04,18704,60.62,12148,39.38,1195,3.87,6382,20.69,2514,8.15,33214885.28,2197.48,71898992.53,4756.8,1939050.66,128.29,644,4.26,6,0.04,217,1.44,34,0.22,54,0.36,288,1.91,13783,91.19,76,0.5,12992,85.95,2047,13.54,15115,36361,42,0.12,229,0.64,226,0.63,64,0.18,14,0.04,81,0.23,82,0.23,286,0.8,38,0.11,1093,3.06,0,0,2,0.3,3.4,0.2,3.5,0.3,66,2,3.03030303030303,14737219796,1300063.97795848
1213,K0K,444,0.93,14795,31.15,10615,22.35,5890,12.4,5613,11.82,2727,5.74,2878,6.06,2203,4.64,2783,5.86,1.3,4.7,1.3,0.6,0.8,3292815.27,65.97,694,1.39,48821,97.81,49913,61329,49.4,41682571.01,835.1,5787337124.41,5786279389.36,115927.43,3346501531.49,4563040904.77,93173.06,49913,92.7,55.1,7.3,4536,9.09,6076,12.17,7222,14.47,11217,22.47,61.1,62817,50.6,7549,7.05,10481,9.79,55469,51.81,65950,61.6,41102,38.39,3787,3.54,21688,20.26,8078,7.55,117813295.14,2360.37,268436443.28,5378.09,7001086.7,140.27,2461,4.93,53,0.11,291,0.58,124,0.25,762,1.53,956,1.92,44801,89.76,398,0.8,42511,85.17,7004,14.03,49913,125813,135,0.11,1156,0.93,589,0.47,379,0.31,106,0.09,98,0.08,395,0.32,961,0.77,75,0.06,4323,3.48,139,0.11,2.1,0.6,3.5,0.6,3.6,0.7,231,15,6.49350649350649,11074194144,1564046.23749957
726,K0L,301,0.91,8729,26.45,10017,30.36,4862,14.73,3468,10.51,1594,4.83,1441,4.37,1261,3.82,1626,4.93,2.4,4.5,3.1,0.5,1.8,2537884.01,72.29,508,1.45,34489,98.23,35109,42534,49.54,33692382.4,959.65,3917891295.3,3924050729.67,111768.75,2275562143.37,3091319425.31,87881.89,35109,92.3,53.5,7.7,3025,8.62,3830,10.91,4701,13.39,7980,22.73,62.3,43323,50.46,5280,7.06,7055,9.43,38618,51.61,45672,61.03,29159,38.97,2681,3.58,15355,20.52,5843,7.81,73857969.66,2103.68,174289213.89,4964.23,5114557.08,145.68,1286,3.66,5,0.01,283,0.81,114,0.32,406,1.16,267,0.76,32421,92.34,112,0.32,30768,87.64,4229,12.05,35109,86937,19,0.02,640,0.75,357,0.42,271,0.32,78,0.09,5,0.01,163,0.19,517,0.6,49,0.06,2450,2.85,112,0.13,2.1,1.8,3.6,1.5,3.7,1,177,8,4.51977401129944,16134933620,1230350.62863815
1056,K0M,177,0.74,5708,23.88,7074,29.6,3952,16.54,2596,10.86,1160,4.85,1201,5.03,1091,4.56,1118,4.68,1.6,4.6,1.5,0.5,1.3,2499102.09,97.74,505,1.98,25063,98.02,25569,28699,49.37,28188596.85,1102.45,2941019528.93,2941047018.79,115025.67,1722664173.51,2317698251.34,88556.67,25569,92.5,51.4,7.5,1866,7.3,2553,9.98,3118,12.19,5665,22.16,64,29436,50.63,3729,7.24,4688,9.1,27100,52.59,31788,61.69,19744,38.31,1908,3.7,9721,18.86,4387,8.51,53471244.55,2091.25,117652587.13,4601.38,3755772.03,146.89,1016,3.97,0,0,174,0.68,68,0.27,266,1.04,182,0.71,23680,92.61,0,0,22525,88.09,3044,11.91,25569,58977,9,0.02,331,0.57,232,0.4,105,0.18,59,0.1,88,0.15,100,0.17,333,0.57,56,0.1,1481,2.55,11,0.02,2.1,1.2,3.5,1.1,3.7,1.1,107,8,7.47663551401869,12444282214,953413.802758641
308,K1A,0,0,12,20,4,6.67,5,8.33,6,10,19,31.67,12,20,3,5,0,0,5.2,4.7,5.9,0.4,4.4,106941.97,1506.22,44,61.97,27,38.03,71,69,48.94,116164.57,1636.12,11938563.16,11158827.78,157161.18,6313469.72,8355219.28,119792.03,71,94.3,66.9,5.7,14,19.72,14,19.72,10,14.08,11,15.49,47.8,72,51.06,10,7.46,15,11.19,50,37.31,65,48.51,69,51.49,5,3.73,51,38.06,4,2.99,100264.24,1412.17,357271.01,5031.99,12123.64,170.76,17,23.94,54,76.06,0,0,0,0,0,0,0,0,0,0,0,0,28,39.44,43,60.56,71,143,10,7.09,2,1.42,12,8.51,2,1.42,2,1.42,0,0,0,0,12,8.51,1,0.71,44,31.21,2,1.42,2.3,10.8,4.6,9.8,5.1,8.6,3,0,0,1493284,4888
554,K1B,95,1.42,338,5.06,4504,67.39,1115,16.68,347,5.19,187,2.8,75,1.12,73,1.09,44,0.66,0.2,4.9,1.4,0.7,0.2,1953848.52,283.21,2129,30.86,4769,69.13,6899,9051,50.46,6131268.22,888.72,864309935.48,864410532.01,125297,465079919.14,665966861.22,103494.44,6899,91.8,65.5,8.2,1093,15.84,1358,19.68,1044,15.13,1202,17.42,53.1,8885,49.54,977,6.44,1578,10.41,6418,42.32,7996,52.73,7169,47.27,525,3.46,4799,31.65,868,5.72,18008484.54,2610.3,43912718.03,6365.08,960824.49,139.27,252,3.65,1050,15.22,0,0,5,0.07,3053,44.25,158,2.29,2284,33.11,0,0,4514,65.43,2384,34.56,6899,18289,1304,7.27,2150,11.99,258,1.44,428,2.39,69,0.38,46,0.26,346,1.93,666,3.71,267,1.49,6008,33.5,265,1.48,2.1,0.6,3.5,0.5,3.7,0.4,61,1,1.63934426229508,19412692,32784.3379464398
1140,K1C,378,2.69,277,1.97,3560,25.3,6803,48.35,2116,15.04,472,3.35,332,2.36,376,2.67,134,0.95,1,4.7,2.2,0.6,1,4655168.02,313.82,3124,21.06,11710,78.94,14834,20092,51.45,15792377.15,1064.61,2312493371.35,2313752502.33,155978.24,1249958294.07,1736752792.54,134383.24,14834,92.3,62,7.7,1567,10.56,2496,16.83,2416,16.29,3103,20.92,57.7,18961,48.55,1916,5.75,2789,8.38,17189,51.62,19977,59.99,13323,40.01,933,2.8,8699,26.12,1775,5.33,55127221.04,3716.27,123361512.23,8316.13,2430798.95,163.87,1425,9.61,1,0.01,0,0,5,0.03,3708,25,961,6.48,8339,56.22,0,0,12313,83.01,2520,16.99,14834,40191,2013,5.15,3045,7.8,989,2.53,486,1.24,98,0.25,87,0.22,462,1.18,1582,4.05,337,0.86,9782,25.05,195,0.5,2.1,0.9,3.5,0.8,3.7,0.7,113,16,14.1592920353982,40318668,36240.6758928797
766,K1E,70,1.22,108,1.88,2169,37.66,2841,49.33,280,4.86,121,2.1,80,1.39,98,1.7,62,1.08,0.6,4.6,1.9,0.4,0.8,1224193.44,201.51,929,15.29,5146,84.71,6075,7798,50.56,5822481.91,958.43,869140162.63,870088595.75,143225.58,477745954.91,663871626.16,126292.62,6075,93.1,60.9,6.9,706,11.62,999,16.44,753,12.4,1271,20.92,59.6,7624,49.44,762,5.71,1285,9.63,6988,52.38,8273,62.02,5067,37.98,404,3.03,3134,23.49,767,5.75,22122515.3,3641.57,48379932.95,7963.77,955559.32,157.29,221,3.64,269,4.43,1,0.02,0,0,941,15.49,476,7.84,4092,67.36,0,0,5287,87.03,788,12.97,6075,15490,552,3.58,1026,6.65,230,1.49,184,1.19,20,0.13,32,0.21,209,1.36,335,2.17,51,0.33,2830,18.35,62,0.4,2,1.2,3.4,1,3.7,1.2,64,7,10.9375,11946272,21996
60,K1G,126,0.85,3284,22.18,5394,36.43,2661,17.97,2167,14.64,550,3.71,222,1.5,412,2.78,116,0.78,0.8,4.9,2.1,0.7,0.8,5892379.35,374.31,2152,13.67,13590,86.33,15742,18971,50.7,11555019.64,734.02,1866715476.54,1869690314.46,118770.49,1007142286.27,1429826116.29,95185.03,15742,89.7,62.6,10.3,3195,20.3,2731,17.35,2265,14.39,2627,16.69,50.1,18446,49.3,1824,5.63,3209,9.9,12594,38.85,15803,48.75,16613,51.25,1049,3.24,11927,36.79,1813,5.59,30751292.21,1953.46,77320887.13,4911.76,2259887.7,143.56,1132,7.19,5748,36.51,129,0.82,10,0.06,2426,15.41,328,2.08,5838,37.09,0,0,7867,49.97,7875,50.03,15742,38255,4500,12.03,5567,14.88,1366,3.65,732,1.96,81,0.22,132,0.35,683,1.83,2230,5.96,364,0.97,17025,45.5,578,1.54,2,1.2,3.5,1.2,3.7,1.1,123,8,6.50406504065041,67944422,68309.1828125395
438,K1H,128,1.73,2396,32.3,3244,43.73,694,9.36,423,5.7,92,1.24,76,1.02,156,2.1,337,4.54,2.1,5.3,3.5,1.1,2.1,2294796.82,281.99,858,10.54,7280,89.46,8138,9769,51.58,10287337.01,1264.11,1275525587.01,1275527910.83,156735.8,653673601.12,909659677.19,108936.13,8138,92.5,61.1,7.5,1301,15.99,1291,15.86,1087,13.36,1419,17.44,54.9,9169,48.42,812,4.99,1493,9.18,7449,45.79,8942,54.97,7326,45.03,436,2.68,5129,31.53,949,5.83,26192309.69,3218.52,52832018.48,6492.02,1337711.77,164.38,590,7.25,2461,30.24,0,0,0,0,235,2.89,363,4.46,4340,53.33,0,0,4927,60.54,3211,39.46,8138,19155,1623,8.57,1329,7.02,607,3.21,161,0.85,86,0.45,37,0.2,235,1.24,910,4.81,67,0.35,5628,29.72,355,1.87,2,1.8,3.4,1.7,3.5,1.6,51,3,5.88235294117647,13439556,20564.3379464398
341,K1J,77,0.69,870,7.84,6699,60.34,895,8.06,1228,11.06,449,4.04,412,3.71,225,2.03,325,2.93,2.1,4.8,3.3,0.7,2,5592870.95,461.99,4247,35.08,7859,64.92,12106,15793,51.38,11869129.28,980.43,1613296889.92,1610171438.92,133006.62,852748275.13,1208766689.37,104630.19,12106,90.8,60.6,9.2,1735,14.33,2219,18.33,1987,16.41,2183,18.03,53.9,14946,48.62,1596,6.15,2447,9.43,10800,41.64,13247,51.08,12689,48.92,926,3.57,8702,33.55,1464,5.64,33133336.85,2736.94,76674790.41,6333.62,1766010.77,145.88,1243,10.27,2398,19.81,0,0,16,0.13,3872,31.98,785,6.48,3709,30.64,0,0,7925,65.46,4181,34.54,12106,31393,1672,5.44,5082,16.53,1203,3.91,681,2.22,13,0.04,66,0.21,628,2.04,1629,5.3,306,1,12534,40.78,686,2.23,2.5,2.1,3.9,1.9,4.1,1.9,97,8,8.24742268041237,31358964,32784.3379464398
824,K1K,539,3.66,4043,27.47,4893,33.24,1855,12.6,1412,9.59,826,5.61,346,2.35,308,2.09,1037,7.04,2.2,5.3,3.4,1.1,2.1,7184563.04,445.89,3723,23.11,12390,76.89,16113,18459,52.02,11273352.98,699.64,1753757202.86,1756982248.47,109042.03,945687746.97,1345314943.06,82116.35,16113,89.3,57.7,10.7,2639,16.38,2635,16.35,2457,15.25,3104,19.26,54.1,17028,47.98,2241,7.34,3496,11.46,10307,33.77,13803,45.23,16714,54.77,1311,4.3,11055,36.23,2106,6.9,23225971.51,1441.44,59841899.53,3713.89,2372699.86,147.25,3038,18.85,4573,28.38,0,0,21,0.13,4031,25.02,1069,6.63,2789,17.31,0,0,6416,39.82,9697,60.18,16113,36236,2906,8.19,5822,16.41,712,2.01,899,2.53,40,0.11,147,0.41,673,1.9,1048,2.95,270,0.76,13959,39.34,766,2.16,2.5,2,3.8,1.9,4.1,1.8,130,9,6.92307692307692,30612322,39400.5069196598
1534,K1L,1047,10.73,3468,35.55,3286,33.68,1215,12.45,485,4.97,224,2.3,458,4.69,355,3.64,266,2.73,1.3,5.1,2.4,1,1,5341000.54,510.51,2481,23.71,7981,76.29,10462,9796,49.66,6700508.5,640.46,986414325.39,987003794.96,94342.64,509881641.38,740864037.99,69216.79,10462,89.9,61.6,10.1,2287,21.86,1958,18.72,1400,13.38,1561,14.92,47.7,9932,50.34,1452,8.28,2663,15.18,4662,26.58,7325,41.76,10213,58.23,722,4.12,6988,39.84,1051,5.99,10724148.77,1025.06,29276582.72,2798.37,1383475.98,132.24,4753,45.43,2377,22.72,0,0,53,0.51,522,4.99,237,2.27,1405,13.43,0,0,3431,32.79,7030,67.2,10462,20199,610,3.09,3086,15.64,392,1.99,181,0.92,35,0.18,54,0.27,329,1.67,597,3.03,127,0.64,5805,29.43,149,0.76,2.4,1,3.6,1,3.9,0.8,72,6,8.33333333333333,6719778,13948.1689732199
810,K1M,75,2.5,1563,52,558,18.56,335,11.14,168,5.59,91,3.03,45,1.5,70,2.33,176,5.85,0.6,4.3,2.1,0.7,0.7,1573455.8,501.26,626,19.94,2513,80.06,3139,3631,53.55,8067495.89,2570.08,768296440.17,767224395.86,244414.12,381292254.95,503911831.51,152647.96,3139,94.4,62.4,5.6,380,12.11,472,15.04,490,15.61,564,17.97,58.1,3150,46.45,341,5.68,619,10.32,2825,47.08,3444,57.4,2556,42.6,149,2.48,1732,28.87,335,5.58,14083262.99,4486.54,22249923.94,7088.22,631998.12,201.34,728,23.19,630,20.07,0,0,16,0.51,299,9.53,346,11.02,1041,33.16,0,0,1849,58.9,1290,41.1,3139,7148,94,1.39,136,2.01,211,3.11,53,0.78,31,0.46,35,0.52,97,1.43,238,3.51,53,0.78,1150,16.96,109,1.61,1.7,0,2.8,-0.2,2.6,-0.2,18,2,11.1111111111111,6719778,13948.1689732199
407,K1N,271,1.87,4441,30.66,3801,26.24,1841,12.71,1292,8.92,861,5.94,796,5.5,928,6.41,523,3.61,2.8,5.1,4.1,1.2,2.8,7153096.79,432.47,4532,27.4,12008,72.6,16540,15290,51.38,9294613.62,561.95,1541024608.64,1542157865.8,93238.72,792912466.88,1149747990.7,69761.49,16540,88.4,67.6,11.6,4710,28.48,2666,16.12,1926,11.64,1921,11.61,38.9,14466,48.62,1597,5.86,3938,14.46,5908,21.69,9846,36.14,17397,63.86,845,3.1,13991,51.36,963,3.53,11703463.7,707.59,39748022.37,2403.15,2237951.13,135.31,5402,32.66,8133,49.17,0,0,5,0.03,1428,8.63,599,3.62,668,4.04,0,0,4080,24.67,12460,75.33,16540,31042,1292,4.34,4584,15.41,1317,4.43,155,0.52,121,0.41,140,0.47,745,2.5,1229,4.13,336,1.13,10884,36.58,576,1.94,2.8,2.5,4.2,2.4,4.2,2.3,134,6,4.47761194029851,11946272,17108
558,K1P,0,0,13,5.53,18,7.66,55,23.4,4,1.7,11,4.68,62,26.38,31,13.19,42,17.87,6.7,5.1,7.7,0.9,6.1,284263.91,935.08,265,87.17,40,13.16,304,223,44.25,262730.51,864.25,34702663.37,38521737.14,126705.7,12391823.26,19754901.05,99985.62,304,94.5,80.9,5.5,104,34.21,76,25,34,11.18,37,12.17,36.7,281,55.75,21,4.38,108,22.5,120,25,229,47.71,251,52.29,5,1.04,216,45,8,1.67,239180.21,786.78,1159933.43,3815.57,52329.37,172.14,11,3.62,289,95.07,0,0,0,0,1,0.33,0,0,3,0.99,0,0,138,45.39,166,54.61,304,505,31,6.15,33,6.55,29,5.75,2,0.4,1,0.2,30,5.95,17,3.37,38,7.54,10,1.98,203,40.28,3,0.6,2.5,5,3.7,4.7,3.8,4.3,3,0,0,746642,4172.16897321992
342,K1R,571,4.9,3919,33.63,3159,27.1,1553,13.32,705,6.05,430,3.69,497,4.26,712,6.11,681,5.84,2.4,5.3,3.6,1.3,2.3,6967448.89,526.4,3793,28.66,9444,71.35,13236,11223,48.88,8384198.13,633.44,1370025283.02,1368437267.71,103386.58,631122805.11,934123484.56,79875.33,13236,91.1,73.4,8.9,4232,31.97,2552,19.28,1598,12.07,1576,11.91,39.4,11736,51.11,1285,6.07,4445,20.99,4927,23.27,9372,44.27,11799,55.73,630,2.98,9166,43.29,718,3.39,11357929.74,858.11,41652367.74,3146.9,1773028.57,133.96,3705,27.99,6619,50.01,5,0.04,93,0.7,1025,7.74,415,3.14,737,5.57,0,0,4083,30.85,9153,69.15,13236,23660,721,3.14,1538,6.7,1364,5.94,231,1.01,49,0.21,146,0.64,509,2.22,1040,4.53,980,4.27,7158,31.18,235,1.02,2.8,2.2,4.1,2.1,4.2,2,116,14,12.0689655172414,7466420,12220
603,K1S,697,4.91,7457,52.49,2273,16,1071,7.54,743,5.23,486,3.42,418,2.94,787,5.54,972,6.84,1.9,4.1,3.2,0.1,1.9,4595977.99,291.96,2253,14.31,13489,85.69,15742,17239,50.6,19544000.77,1241.52,2655948727.78,2655921206.68,168718.35,1333797154.18,1839526787.3,122547.51,15742,92,70.4,8,3641,23.13,2411,15.32,2296,14.59,2328,14.79,46.9,16829,49.4,1534,5.06,4380,14.44,11568,38.15,15948,52.59,14375,47.41,687,2.27,11179,36.87,975,3.22,41611340.05,2643.33,95950524.65,6095.19,2699214.83,171.47,3173,20.16,4544,28.87,10,0.06,65,0.41,1298,8.25,1292,8.21,4599,29.21,0,0,7807,49.59,7935,50.41,15742,34644,659,1.93,1373,4.03,1821,5.35,221,0.65,126,0.37,134,0.39,430,1.26,1683,4.94,337,0.99,7614,22.35,503,1.48,1.8,1.4,3.2,1.3,3.4,1.3,128,16,12.5,16426124,19552
833,K1T,45,0.34,548,4.1,2138,15.98,3409,25.48,1739,13,1185,8.86,1411,10.55,1490,11.14,1460,10.91,3.2,5,4.4,0.8,3,3530138.29,235.23,3146,20.96,11861,79.04,15007,22954,50.9,11854480.93,789.93,2244292588.84,2241737158.86,149376.37,1172054051.62,1690727469.16,127384.86,15007,90.6,68.2,9.4,2418,16.11,3006,20.03,3012,20.07,3244,21.62,51.2,22143,49.1,1825,4.95,2763,7.49,17576,47.67,20338,55.16,16533,44.84,1143,3.1,12228,33.16,1337,3.63,43663459.98,2909.54,143017180.12,9530.03,2530026.74,168.59,888,5.92,1014,6.76,0,0,83,0.55,5922,39.46,1432,9.54,5620,37.45,0,0,10885,72.53,4122,27.47,15007,45168,10092,22.38,5635,12.5,1718,3.81,709,1.57,87,0.19,116,0.26,835,1.85,2960,6.56,709,1.57,25050,55.55,1076,2.39,2.3,2.8,3.6,2.6,3.8,2.6,155,7,4.51612903225806,94076892,70456.6758928797
260,K1V,212,0.98,1900,8.75,9259,42.64,2818,12.98,2292,10.55,2160,9.95,1902,8.76,847,3.9,537,2.47,2,4.9,3.2,0.8,1.9,6124169.96,258.62,5004,21.13,18676,78.87,23680,31465,50.66,21487945.92,907.43,3199011632.85,3198996959.65,135094.69,1700286898.53,2418600783.16,106324.9,23680,90.2,64,9.8,3726,15.73,4550,19.21,4257,17.98,4107,17.34,51.3,30640,49.34,2931,5.65,4386,8.46,22408,43.21,26794,51.67,25063,48.33,1785,3.44,17669,34.07,2677,5.16,60164491.68,2540.73,150725470.1,6365.1,3738989.7,157.9,1483,6.26,5242,22.14,0,0,0,0,7699,32.51,1488,6.28,7539,31.84,0,0,13562,57.27,10117,42.72,23680,62829,6536,10.52,9936,16,2346,3.78,1443,2.32,72,0.12,131,0.21,1130,1.82,3476,5.6,842,1.36,27627,44.48,887,1.43,2.3,2.6,3.7,2.4,3.9,2.3,211,16,7.58293838862559,76157484,85713.6897321992
189,K1W,97,2.21,49,1.12,244,5.56,168,3.83,1073,24.47,238,5.43,498,11.36,849,19.36,1266,28.87,4.7,4.5,5.9,0.5,4.5,535235.01,103.59,296,5.73,4871,94.27,5167,8073,50.94,5217669.12,1009.81,919563428.82,918806863.76,177823.3,458314833.43,657322263.72,156309.68,5167,94,75.1,6,880,17.03,1224,23.69,1099,21.27,1030,19.93,48.7,7776,49.06,557,4.32,1111,8.61,6939,53.76,8050,62.37,4857,37.63,373,2.89,3444,26.68,484,3.75,19274388.72,3730.29,60565128.76,11721.53,1023461.71,198.08,127,2.46,0,0,0,0,6,0.12,1711,33.11,167,3.23,3045,58.93,0,0,4368,84.54,799,15.46,5167,16143,1721,10.86,2176,13.73,471,2.97,221,1.39,5,0.03,137,0.86,301,1.9,1102,6.95,241,1.52,7156,45.15,471,2.97,2,4.2,3.5,4,3.8,3.6,59,3,5.08474576271186,19412692,20564.3379464398
1467,K1X,4,0.23,67,3.87,133,7.69,57,3.29,9,0.52,38,2.2,170,9.83,111,6.42,1146,66.24,5.5,4.8,6.5,1,5,214976.81,103.5,118,5.68,1959,94.32,2077,3183,50.23,1991482.19,958.83,359346631.4,362709453.5,174627.75,180816567.45,263852228.96,152208.37,2077,93.3,75.8,6.7,496,23.88,531,25.57,414,19.93,332,15.98,44.4,3154,49.77,186,3.74,497,9.98,2847,57.19,3345,67.2,1633,32.8,139,2.79,1181,23.72,128,2.57,6923049.22,3333.2,27692320.64,13332.85,425019.14,204.63,66,3.18,0,0,0,0,0,0,518,24.94,103,4.96,1384,66.63,0,0,1785,85.94,292,14.06,2077,6342,887,14,486,7.67,760,11.99,34,0.54,1,0.02,124,1.96,152,2.4,912,14.39,150,2.37,3761,59.35,117,1.85,2.4,4.4,3.8,4.1,4,3.9,21,2,9.52380952380952,72424274,46313.1828125395
876,K1Y,731,7.25,4876,48.34,1556,15.43,1231,12.21,582,5.77,167,1.66,344,3.41,524,5.2,807,8,1.8,4.5,3.1,0.7,1.7,4547654.13,406.69,1941,17.36,9241,82.64,11182,11514,50.81,12739613.45,1139.3,1823593883.26,1818365609.88,162616.89,936295143.52,1292496962.39,115220.66,11182,93.5,71.3,6.5,2751,24.6,2308,20.64,1514,13.54,1654,14.79,45.4,11147,49.19,1194,6.03,3578,18.08,7320,36.98,10898,55.05,8897,44.95,491,2.48,6421,32.44,791,4,28542599.59,2552.55,69913924.81,6252.36,1953824.6,174.73,2060,18.42,3624,32.41,0,0,18,0.16,376,3.36,944,8.44,3356,30.01,0,0,5635,50.39,5547,49.61,11182,23030,377,1.66,1068,4.71,751,3.31,128,0.56,141,0.62,163,0.72,275,1.21,745,3.29,390,1.72,4379,19.32,69,0.3,2.5,2.1,3.7,2,3.7,1.9,72,12,16.6666666666667,14932840,17108
1169,K1Z,349,3.34,3865,37.01,3145,30.12,846,8.1,443,4.24,449,4.3,303,2.9,748,7.16,644,6.17,2,5,3.1,0.9,1.7,2937445.81,257.4,1351,11.84,10061,88.16,11412,12360,51.2,9283021.89,813.44,1422372981.99,1419196573.61,124360.09,743585473.15,1046184700.37,89831.82,11412,91,66,9,2508,21.98,2209,19.36,1797,15.75,1925,16.87,47.9,11781,48.8,1355,6.62,2918,14.25,7164,34.99,10082,49.24,10393,50.76,785,3.83,7340,35.85,913,4.46,19046491.33,1668.99,49422757.9,4330.77,1766970.76,154.83,2302,20.17,3727,32.66,0,0,8,0.07,1051,9.21,1132,9.92,2813,24.65,0,0,4527,39.67,6885,60.33,11412,24721,1014,4.2,3442,14.26,693,2.87,214,0.89,60,0.25,77,0.32,415,1.72,971,4.02,618,2.56,8106,33.58,239,0.99,2.3,2,3.8,1.8,4,1.7,77,9,11.6883116883117,15679482,27180.5069196598
